x,y,sd
1327.2,1749.7,28.3
6753.0,15436.4,28.7
2343.1,8727.7,24.0
13157.8,7719.1,29.3
11713.3,9265.2,18.3
18879.5,4115.0,17.3
11149.8,14661.1,27.1
11865.6,22022.7,21.6
4222.6,4982.9,33.3
9073.5,11423.0,20.0
3405.7,7758.2,16.5
4875.7,22546.3,28.1
5152.3,651.5,34.2
2329.9,8758.0,25.7
16400.9,16535.6,20.8
11102.3,18716.2,10.5
18872.2,4038.5,29.3
2832.8,2631.5,22.9
13551.8,5864.7,17.0
5373.6,21294.3,29.5
5269.7,3336.2,27.2
20022.5,11160.1,30.2
11577.6,9473.8,28.9
13531.3,5865.3,17.0
16108.4,9675.2,18.1
17355.4,18368.8,20.6
1169.6,5354.3,31.4
3481.9,15817.9,18.6
2347.5,8750.2,23.8
18859.1,4052.0,26.2
1861.6,3955.7,18.4
11033.7,11017.2,30.4
2625.0,23259.0,22.5
9612.9,23248.8,24.9
1996.6,4128.1,33.7
7942.4,16989.1,36.4
1095.8,8117.9,23.3
4896.9,22435.3,45.0
1698.9,3364.9,11.9
18922.7,4094.7,25.4
2438.0,3117.4,22.6
2370.6,3115.0,31.2
18865.5,4081.8,25.3
4052.4,24363.0,22.5
12701.9,9682.2,26.1
10833.6,16431.6,23.4
1074.6,8137.3,26.5
10885.5,16424.2,21.8
12939.4,11892.2,33.8
7505.2,15855.6,23.9
2635.5,23287.5,27.8
18877.0,4086.8,22.5
2048.3,5723.7,21.0
4854.5,22532.6,29.8
2340.3,8767.5,30.7
1637.9,3375.3,20.6
5180.0,21538.9,21.8
2067.7,2124.2,35.2
5134.3,638.2,25.3
5616.3,23879.1,19.3
4382.7,2376.5,28.6
20374.4,4019.2,25.4
18706.1,8376.6,23.9
13319.6,18986.0,25.5
13703.1,9738.8,16.6
3202.0,6368.6,20.7
4519.0,497.5,21.5
945.7,9790.0,25.0
17762.1,22962.5,17.1
7533.7,15873.5,36.1
3493.3,15797.4,19.6
5214.5,21504.7,8.8
16115.9,21365.7,25.4
8277.0,17763.2,20.9
7543.9,15816.5,27.0
5607.5,23889.5,26.2
20941.7,5055.3,30.5
2429.9,3221.4,19.7
12145.8,16163.6,34.0
3232.6,6449.4,28.2
3578.9,6263.6,24.1
7724.6,22786.4,21.7
7870.3,15621.9,17.2
1430.3,19739.5,26.5
8402.0,13343.1,23.6
2451.5,3150.0,21.6
2030.4,4295.5,21.4
2777.5,16749.6,27.3
2404.1,3135.3,23.2
14994.2,11586.3,25.5
1673.1,3341.0,33.5
19967.1,9414.6,25.4
4320.8,16064.3,24.6
16401.6,16483.6,21.2
15948.9,19289.7,10.7
1992.6,5761.7,29.0
4555.4,550.4,31.9
3185.9,6413.0,26.0
7578.5,14385.0,14.1
12773.8,11776.4,20.2
920.3,6214.3,24.3
3629.8,4582.7,18.8
17127.7,8239.4,26.0
16888.1,18028.0,19.0
21160.7,20839.6,25.6
6334.0,4129.8,23.5
20086.1,11235.3,21.6
8046.9,12824.6,44.0
2354.8,8754.8,27.7
5933.0,12130.8,15.7
3588.8,4521.5,33.8
9465.3,15029.7,25.4
10805.2,13977.7,27.5
20923.8,5048.9,21.2
16691.6,13381.0,21.2
6666.9,1924.4,21.9
7894.9,15613.3,23.9
22122.5,7476.4,23.2
18773.4,9080.3,28.7
14462.8,9386.5,24.4
15995.3,17614.8,35.5
4678.4,19848.7,21.6
4188.5,17565.9,21.8
18501.9,10935.9,26.6
1858.7,5148.1,20.3
24580.2,12381.7,25.0
12556.0,19598.3,38.4
9787.1,18217.0,22.7
6563.2,21220.7,26.3
8057.2,14678.6,20.9
18904.4,3966.6,27.5
9859.7,18325.6,35.5
3518.6,15772.8,20.9
20906.3,5082.6,12.2
8213.6,19849.6,22.0
8053.1,14674.3,31.9
22145.6,4059.5,25.5
12465.1,19681.6,26.7
1775.9,736.8,24.6
11558.1,16660.5,26.5
8215.2,19852.6,14.1
9630.1,10015.9,14.5
10770.3,24869.7,27.5
6571.7,21161.0,30.4
4839.3,3093.1,33.4
20954.5,5058.0,19.4
8090.4,7970.9,24.7
19649.4,13048.4,28.5
12462.4,19636.0,18.0
18555.0,8386.2,29.9
19687.1,13078.0,31.4
21255.3,20927.2,23.3
2570.9,2288.3,20.8
6550.1,21139.3,24.3
13513.0,7326.4,38.8
9842.0,18213.1,25.8
18955.5,3739.4,24.1
16541.1,9572.8,24.4
8056.1,7937.6,26.3
19153.0,10823.6,16.5
862.8,6183.3,28.9
3235.0,1526.1,22.0
19935.6,9484.4,22.9
2570.0,2338.0,20.0
19655.6,13040.7,27.0
13567.1,9050.0,23.4
16572.1,9602.7,25.5
1882.5,5045.5,28.2
16549.6,9537.2,31.4
19216.7,10814.5,20.5
19964.7,9504.0,29.4
5198.0,21525.4,21.0
19683.7,13066.3,29.1
9823.5,18200.1,22.5
3195.0,3162.2,21.2
1892.1,5059.1,20.6
16547.2,9540.3,28.6
855.0,6147.5,23.6
6580.1,21196.9,25.3
20562.2,9238.0,10.0
3522.7,3468.2,22.1
5238.0,21564.5,25.7
3998.1,5036.0,27.2
16518.5,9451.9,28.6
21243.3,20854.5,27.0
1423.6,6122.4,33.5
14702.4,14331.1,21.4
21196.4,20847.8,26.1
2413.9,3099.3,10.0
12458.3,14452.2,21.8
5085.7,23313.7,21.7
2345.4,3110.5,28.5
16719.8,4837.9,17.2
10787.7,13953.5,27.6
2011.4,16692.0,24.0
6212.7,19047.7,21.3
14906.2,17985.3,27.0
4693.3,19834.7,21.6
3142.6,3060.1,14.9
7976.2,16768.2,38.3
601.7,4551.2,14.6
12481.9,19668.6,20.9
12266.6,13364.2,36.1
22920.1,2717.8,22.7
9585.6,9655.5,18.1
7953.9,18574.8,29.3
9587.4,18358.2,18.6
15559.0,14844.1,30.3
13956.9,7400.6,15.0
16959.7,14466.3,21.2
2055.0,4176.0,22.7
644.7,4526.6,21.5
5475.8,10759.6,28.6
4227.2,17570.0,42.6
14774.9,10277.7,32.1
6753.3,15352.4,29.6
3470.8,3414.5,23.2
2583.9,2297.2,17.8
3183.1,3124.8,24.7
8422.5,11711.8,22.6
22921.6,2658.9,22.2
15264.8,5277.5,17.3
8320.3,23420.9,18.1
1612.7,20767.4,26.5
14843.9,10223.9,24.2
22878.6,2702.2,29.3
3181.4,3115.8,32.8
8047.7,16224.5,24.7
650.3,4532.3,25.3
14975.2,16066.8,27.2
17551.7,11924.0,23.8
22910.7,2665.6,22.2
24048.8,13063.1,28.3
555.8,4488.9,36.5
8827.3,12858.3,32.0
6424.9,7342.8,24.8
11033.5,12683.4,33.9
24665.1,8018.5,28.1
21543.0,16115.2,24.6
3406.4,3430.6,27.3
18866.8,4056.5,20.9
8359.5,23444.3,25.7
11572.3,7678.6,16.5
10360.9,9934.7,23.8
15826.8,10553.9,21.5
5446.1,22804.9,33.8
21759.3,3369.0,27.3
3152.1,3123.8,26.3
23004.9,2458.9,8.5
7764.1,14249.6,22.3
6355.1,24452.7,26.8
19378.1,9773.1,23.0
23006.3,2584.1,30.8
14155.9,17132.1,23.4
2780.1,19723.9,20.8
14919.7,10273.0,31.2
2646.0,515.7,26.5
11947.0,12748.5,25.6
2439.2,3120.7,20.8
18671.7,9518.1,22.0
22944.7,2658.1,18.5
7414.8,11443.7,24.4
2605.1,2400.2,17.4
2753.6,19733.3,21.3
18872.8,4019.3,19.3
10298.2,18907.8,28.1
20643.7,3418.5,26.0
9389.3,16131.2,30.7
16123.9,5067.0,18.3
6370.8,10274.7,26.5
4486.3,19368.6,31.2
2790.0,19756.2,23.9
19726.8,11142.5,24.7
22253.5,3090.2,25.1
570.2,3748.0,20.5
6822.8,12342.0,42.6
5749.2,13196.9,22.0
622.3,4508.4,21.1
12730.5,12027.2,31.7
2693.0,4682.5,21.1
21293.1,2730.9,22.6
3936.4,3226.7,20.0
22848.1,2639.8,19.6
599.9,4539.2,33.4
21368.3,2712.8,30.2
1787.7,20053.2,17.7
16193.4,15740.6,26.4
3862.2,17066.9,21.6
2272.4,4079.9,31.1
10589.3,7416.8,37.2
7378.6,11526.0,31.4
21779.6,3387.7,27.4
18266.3,11587.7,28.5
9639.7,13728.0,25.7
8005.6,14701.5,21.3
5433.2,5259.0,25.9
18883.1,4071.5,21.8
4559.6,21862.3,30.0
16347.9,7129.6,36.8
6113.1,18456.0,27.9
21778.5,3347.9,23.6
2594.3,2294.3,22.6
16208.1,15684.8,26.3
15611.0,11950.1,18.5
17818.7,11451.8,24.7
4002.0,1191.6,18.0
21356.3,16670.0,27.3
15592.0,18777.9,22.1
17142.4,14909.7,22.4
1650.8,4166.1,46.2
19679.1,7921.1,19.7
9499.7,12157.3,19.0
15838.9,10501.0,30.0
16347.6,16528.7,22.6
10210.1,10317.8,29.7
10702.7,18541.5,30.9
7166.4,11412.2,39.6
17320.8,8979.6,28.7
2578.0,2294.8,17.7
7475.2,18535.0,22.2
3437.2,4878.0,26.8
10627.2,7488.3,24.8
10701.0,18534.2,20.8
2406.3,6767.7,19.9
2261.0,13204.2,25.5
8975.6,22916.6,23.2
9493.2,12168.1,14.1
10628.8,7410.0,31.7
18910.3,4078.5,23.4
16231.3,15735.6,23.2
10764.0,13946.9,20.6
9460.2,12158.4,26.3
16385.1,6953.9,27.6
10194.3,10266.9,31.8
10964.1,12754.3,25.5
12308.8,17540.6,26.3
16248.5,15700.6,29.2
10991.9,12806.5,35.5
10929.0,16418.9,21.6
10798.6,13989.2,32.1
6199.9,2252.6,31.7
2366.5,2688.4,25.6
4026.0,1279.1,30.9
12307.0,17486.9,25.2
6758.2,19750.7,23.8
8274.4,13455.4,36.6
13579.1,17976.2,25.9
17468.1,16256.9,27.7
7891.5,16182.0,34.4
21766.0,3360.4,24.6
12296.5,17513.9,15.8
3387.1,18999.7,16.0
2053.2,4232.9,37.6
10911.3,16455.0,30.7
12302.3,17481.4,32.1
3367.0,5585.9,26.9
8350.7,13357.0,50.4
19558.4,17984.9,29.0
13785.6,15263.1,26.2
17663.1,12865.9,22.6
4832.5,3050.3,17.9
3756.1,764.4,20.3
6609.3,3342.2,24.6
14261.6,21122.1,24.5
11126.2,12823.7,16.5
19036.2,20197.5,25.9
11126.1,12744.5,25.6
16079.0,5057.8,9.2
6140.4,2282.1,19.8
4984.2,4155.9,25.8
17958.9,18244.7,21.4
11925.6,12767.1,22.9
2265.0,5531.0,24.8
4963.4,4129.6,26.5
8936.6,12359.4,20.8
18876.8,4055.5,33.5
5452.6,14951.5,22.2
19274.6,17970.7,22.5
1820.9,1888.1,35.1
15516.1,18045.2,27.5
15417.5,11615.3,27.3
10770.7,13974.6,23.8
12503.2,12386.7,9.8
4122.7,19010.9,24.5
16651.5,14577.2,23.0
7645.2,18097.4,26.8
1640.8,4157.8,34.2
4124.4,19074.0,20.5
20629.7,17236.8,28.1
2707.0,511.2,22.1
16371.6,16533.8,36.2
17299.7,6908.2,27.9
2390.1,13336.1,14.2
17807.1,14439.8,20.4
2686.6,4697.0,11.8
18535.5,17923.2,19.9
9353.4,18546.1,28.5
2972.5,6551.4,28.5
11025.2,7657.0,21.0
4024.0,3443.0,32.0
18846.9,4085.9,27.9
6773.4,24592.0,29.2
2866.3,8858.9,19.1
13644.4,9996.4,30.0
19109.7,10736.8,27.2
22962.5,17031.4,31.7
3019.6,20696.6,41.7
3126.2,4604.4,23.8
6720.8,24552.5,26.6
10905.0,21751.4,17.4
6805.0,14348.1,26.4
1345.2,4131.4,27.3
5821.9,22702.4,25.0
8564.1,17873.7,26.1
6407.2,24459.8,25.0
2617.4,2341.6,25.7
19286.8,17957.4,28.5
6755.6,14360.0,35.3
12454.8,13091.8,11.8
2607.1,2306.7,28.2
1680.0,573.1,25.7
3890.4,3162.7,30.3
3844.6,1335.1,29.3
17296.1,6870.3,24.4
1811.0,489.0,19.3
16878.5,16425.6,24.9
12423.7,13082.1,36.2
8529.3,12415.9,26.2
17944.5,9234.1,27.2
14297.2,19236.7,30.0
3040.6,5822.8,24.9
7255.4,11390.6,29.8
8648.8,12284.7,37.2
21756.9,8071.5,19.9
18016.2,7616.5,27.1
2425.4,7223.2,24.4
3846.3,3157.3,32.0
6781.2,24584.0,20.7
22948.5,17022.7,23.2
4149.6,6440.3,23.3
1757.2,4150.6,32.7
2636.6,2336.7,26.5
10230.3,20165.4,26.6
2589.8,2343.1,26.2
2725.6,4654.8,24.0
11385.5,12677.4,29.0
5633.9,1668.8,21.3
3880.4,3170.3,30.2
5058.8,6426.1,30.1
8787.1,14985.0,15.6
5279.5,10890.5,13.1
582.7,3787.5,26.5
2525.7,2291.8,30.2
17935.6,7892.9,29.8
953.2,5777.9,25.0
3150.5,8751.1,24.0
18577.2,4944.6,25.2
2861.5,2652.5,24.2
3849.0,3206.0,34.7
923.3,5820.2,26.4
2693.3,4718.4,21.0
7761.3,11083.4,14.8
3857.4,3156.2,26.5
3883.9,3144.0,27.7
9255.9,16969.9,23.7
11365.8,15966.9,29.3
1949.4,16877.8,31.9
1335.1,4475.7,32.7
7417.8,19864.0,33.9
22960.3,16989.6,21.0
14798.6,7959.4,16.5
7449.4,19879.6,29.0
6389.7,15003.5,27.1
3863.0,3130.0,20.7
603.6,3750.7,25.7
12767.5,10323.5,30.4
14236.4,5322.4,27.2
4868.3,22566.9,18.2
10048.4,8424.2,30.0
6844.1,19592.6,28.6
6457.8,14246.4,29.4
549.4,3766.2,23.1
21207.4,21672.9,27.5
18779.9,6434.4,28.2
15500.4,7867.4,23.5
14271.4,19242.5,39.5
3272.9,11583.7,25.6
21208.7,21702.0,26.6
17692.9,5286.7,12.7
2740.5,16772.3,20.1
9952.2,13163.9,16.8
21751.5,16542.5,31.9
1768.5,17469.7,36.0
10783.8,13937.0,18.7
15337.5,19329.9,25.0
22350.8,2792.4,23.8
13945.7,23322.4,25.0
21189.2,21665.5,26.5
3164.4,8793.8,23.7
5318.9,1280.5,31.2
10901.7,23491.7,18.4
19956.2,19715.1,24.4
6464.4,4594.5,28.5
15733.8,13522.3,29.4
1301.8,19230.0,26.6
3167.4,8772.2,26.0
9133.3,15788.4,13.7
12043.4,12447.4,27.5
21852.7,11051.6,34.5
7940.8,23365.9,19.4
5186.7,14100.0,20.9
11851.9,12468.6,25.5
18695.5,6437.7,26.4
18735.2,6402.7,24.1
4938.2,18836.1,26.0
20082.1,14168.4,26.6
5398.0,1337.7,34.1
12442.1,12365.5,22.7
21775.9,7993.7,12.5
2119.4,3194.4,26.1
850.4,4165.5,25.9
3122.3,8740.3,27.1
3888.5,3163.6,29.9
3193.2,8768.8,22.8
1966.8,16881.6,25.6
2542.2,2328.8,24.9
12034.5,10270.7,22.8
22288.8,17526.9,20.3
20559.7,9226.9,31.4
3676.2,1455.5,20.2
2913.2,1180.0,24.8
11198.9,18955.9,20.2
21774.4,8035.2,18.4
1931.1,10286.5,24.4
20689.9,14636.0,19.9
14271.5,11193.8,28.1
3599.3,4533.8,27.6
11981.2,10260.0,20.7
6731.3,14862.8,27.1
10335.6,15571.1,22.0
21772.5,8002.0,24.1
17201.1,23061.0,28.4
11353.5,11013.4,29.1
9075.9,13227.2,29.9
17154.5,23052.5,24.6
23455.0,2857.3,24.9
11851.7,7877.8,27.4
3862.2,541.1,18.5
11995.7,10279.5,29.9
11352.4,11024.1,24.5
19097.2,8176.1,19.7
4877.0,20243.8,20.2
2874.3,24738.6,25.4
1764.6,15296.9,25.3
6696.6,9388.9,14.6
17133.5,17990.2,12.8
20801.3,8403.4,27.1
15570.6,7878.2,27.9
7496.7,15149.8,17.8
10746.7,18541.0,23.6
15088.6,4337.0,32.8
16766.8,9410.0,28.2
1818.4,571.2,27.2
1993.6,16785.1,25.5
3674.6,21762.9,30.4
16853.5,9363.2,34.9
2253.8,2677.0,28.5
14843.5,10332.5,28.7
2103.5,20115.2,19.8
12207.5,9441.0,20.7
7221.3,20453.4,32.3
17353.1,4707.4,24.1
3662.0,21780.3,18.3
1460.2,1753.1,22.9
16852.7,9415.3,26.5
3708.4,1429.3,19.1
16779.4,9423.0,29.3
15058.4,20082.8,19.4
10994.2,11976.4,23.3
17697.0,7077.3,20.2
11021.5,11980.8,16.8
15039.5,20056.6,37.1
15284.2,12103.5,12.5
11041.2,11966.5,27.3
3751.4,1426.1,23.1
6453.9,11787.3,17.7
13825.7,15617.3,19.5
15526.6,10054.1,24.6
1802.8,478.4,21.4
2775.4,16829.9,21.0
1631.2,1307.6,30.0
8594.7,12246.2,27.1
5220.1,13503.0,35.4
2338.3,2670.2,25.7
10528.2,9241.5,25.6
8636.5,21026.2,18.6
17412.2,22253.4,16.3
8582.9,12277.9,22.7
13253.4,21906.4,21.9
2369.3,2751.3,25.7
7158.1,15931.6,23.6
2748.1,3192.2,48.1
6943.0,12378.6,24.7
4683.5,19831.9,22.9
7200.9,15934.6,20.6
7176.2,15947.1,28.5
2028.3,1540.2,20.8
8638.0,12220.5,37.5
3176.0,22672.3,21.1
2686.2,16779.4,28.6
8803.2,21509.0,29.8
2359.2,2689.3,24.3
19770.0,7510.2,18.0
12207.5,17383.3,11.8
13043.4,15538.6,19.1
5322.5,16380.0,24.3
9745.1,20749.8,25.3
2328.0,2694.0,26.7
8634.7,12289.8,19.7
2381.8,2710.3,26.7
6739.8,24550.0,22.7
2370.0,17469.5,20.7
3688.2,1501.2,30.6
7757.3,16663.3,26.8
2350.0,18554.0,29.6
11109.8,18693.2,17.0
19481.4,6065.2,22.3
7328.4,8833.4,18.5
13290.1,6155.3,26.1
10014.3,20875.9,23.6
12274.4,16483.5,31.5
820.5,4427.1,23.6
8639.1,12331.6,37.6
4985.7,13794.9,10.5
5391.5,10992.5,24.6
8667.9,12262.4,26.0
19362.8,19844.2,24.6
782.8,4303.1,38.9
2353.0,2718.4,25.4
15159.0,21928.9,25.0
2342.9,2680.0,30.6
860.0,4392.0,27.0
1826.5,533.1,21.4
8623.5,12256.5,21.3
17544.0,14480.7,26.5
10281.1,19042.3,27.4
1798.6,516.8,24.1
7582.7,15367.6,17.5
843.1,4374.8,32.3
8638.1,12285.2,34.9
3174.9,22654.7,26.8
1346.5,21434.2,19.9
904.2,4382.9,25.9
2543.3,747.3,19.7
16724.2,10531.6,21.5
4879.7,22550.9,28.3
12946.1,12875.5,22.4
11064.9,6471.8,16.3
14673.3,6396.0,28.7
2254.2,18578.9,25.9
2266.8,18619.3,17.2
18681.6,6342.5,36.4
14149.8,9515.0,25.6
15138.8,21898.1,24.6
17408.3,10879.9,11.8
11919.4,11338.0,18.1
10860.5,6551.6,19.4
18731.6,6347.2,26.2
1516.4,19409.9,30.8
2075.4,18799.1,31.4
2612.5,6071.8,20.6
12879.4,15547.3,31.1
10884.8,6587.0,22.6
15952.8,7774.6,24.5
15865.2,4948.0,25.3
19503.3,17680.8,20.5
12868.6,15543.9,27.4
14335.0,11058.0,33.8
17291.7,16851.0,24.3
10849.4,6530.7,19.0
19523.0,17686.5,21.9
6013.3,15211.6,10.8
5711.7,1020.4,20.9
17287.6,11480.2,40.3
12881.6,15576.4,22.3
8253.9,13496.1,28.0
13446.1,17890.2,15.9
2838.2,2613.0,32.4
13661.1,14783.3,19.2
4130.0,7327.3,26.7
4890.1,20231.9,31.4
15836.8,15896.9,28.1
16771.7,13564.6,28.9
19870.7,1264.0,29.0
18916.0,16561.0,20.4
2792.8,2064.8,22.9
14966.9,16870.4,24.8
17929.5,4784.5,2.6
15813.8,15879.4,18.4
19912.9,1209.3,33.6
14959.5,16866.7,16.6
18139.2,14950.9,33.7
2857.5,2636.9,25.3
14963.9,16872.6,28.7
10213.4,13657.9,24.3
2789.9,2588.6,16.1
14585.2,7342.6,32.6
2374.5,2671.3,27.5
11141.9,14529.7,20.7
17439.5,11353.3,46.4
5724.8,1000.9,25.0
10157.7,13715.1,33.9
22379.9,16345.7,28.3
8399.5,14554.3,31.3
1843.6,16601.2,22.0
19036.2,10432.5,20.5
17661.5,11276.0,23.0
22380.3,16357.3,32.4
1980.0,15417.9,26.8
2902.8,3508.4,30.9
17527.4,19628.7,26.7
17492.1,2883.9,25.0
13569.3,19759.4,18.7
8578.3,12301.2,31.1
2286.3,18602.6,21.5
15120.6,17109.8,11.6
11777.9,21949.5,22.6
12690.2,9541.9,26.8
9843.6,12536.7,20.8
19577.2,7071.3,23.5
6037.9,9600.1,29.7
13137.3,19608.3,19.6
2902.2,3509.3,24.6
2238.1,18565.5,27.2
10775.7,13946.5,32.8
12581.7,15801.5,34.4
22376.3,16345.5,23.9
12160.5,7939.2,24.2
13846.5,14595.2,20.8
12353.5,14487.0,25.8
9952.2,11473.8,25.1
8090.0,16645.7,30.6
1484.1,17654.7,35.7
12478.3,15787.4,19.6
8091.4,16654.6,25.4
2854.4,6200.3,16.1
5174.8,18854.1,24.2
1450.4,17678.7,32.0
10368.4,12760.7,22.7
12799.7,11099.6,13.0
6093.8,9335.9,25.2
20542.7,12974.6,21.4
22031.6,10225.9,37.7
15812.9,15884.2,29.1
4772.6,13906.3,22.9
10511.9,19440.2,26.0
9397.8,14666.1,17.7
18476.2,7282.7,21.8
14754.9,19684.5,19.6
7150.0,17431.9,31.1
17167.7,18374.3,25.4
20419.4,15608.9,28.6
1762.2,581.6,19.8
10349.3,10999.3,26.1
10524.0,12082.6,24.7
3253.9,20039.2,20.4
10367.5,11014.4,26.8
12694.6,19387.5,30.4
9573.2,12081.5,26.1
11512.8,10053.6,36.3
3261.7,20059.0,20.4
10305.9,10976.2,31.5
13961.9,8770.0,33.3
12665.1,19412.0,29.1
15196.0,17445.2,18.6
15791.7,14008.7,10.1
6983.4,18759.1,30.0
12668.6,19432.1,16.7
21152.8,6836.4,25.5
9741.8,9889.9,39.3
9313.4,19819.4,18.2
20614.5,22868.6,26.2
20625.1,22900.9,16.3
11956.8,9503.7,26.3
19669.8,14078.6,22.7
2259.0,3682.5,24.9
8343.1,13774.5,23.3
6752.2,25092.2,28.0
5466.5,4005.4,31.8
21884.5,10560.9,16.4
15176.5,18036.0,29.8
10063.8,8048.4,40.2
8684.7,15437.3,17.8
5601.1,5799.1,20.1
17456.5,17348.4,24.7
682.0,4314.0,24.8
22973.8,2508.9,23.6
742.8,4317.3,26.6
20606.3,22900.2,17.9
13394.8,17283.1,10.8
17724.6,20352.7,20.9
11814.3,15800.5,10.3
12167.8,11633.5,23.9
15217.7,16176.6,20.3
5512.8,4119.8,36.8
15299.0,11166.1,32.9
22617.9,7882.9,27.2
10808.9,6773.0,26.7
18951.5,6335.0,30.9
6677.0,16722.6,26.8
2343.9,13904.9,24.6
8929.8,9146.3,23.3
10198.3,7425.9,25.0
8847.4,7894.7,32.5
10115.8,17361.6,20.8
19929.3,1243.2,23.9
1749.0,5367.3,26.4
9048.7,18751.1,24.7
10715.7,17075.5,26.8
12867.4,12481.2,26.9
7411.1,18762.1,27.2
14997.0,18996.4,10.1
13873.5,12643.3,27.7
8834.8,20470.8,21.5
10513.7,10083.7,20.3
9579.8,19934.2,35.3
16902.0,4322.1,22.7
8825.9,17841.4,32.0
13509.9,5838.2,21.5
6778.9,9427.7,35.0
2292.2,3655.1,17.5
8423.9,11782.5,30.3
1558.0,2043.5,17.2
3836.7,13289.9,23.7
13540.6,5878.9,27.8
18968.2,2632.6,33.5
20674.4,11505.7,13.0
14042.7,16056.1,24.3
10640.3,8959.7,32.6
18658.5,7238.2,23.8
12321.1,14443.6,26.7
2272.8,3668.8,29.0
10500.7,10062.0,24.4
11417.2,9610.5,11.8
2135.3,6330.8,31.8
11223.5,9357.8,27.7
14354.0,9309.8,15.4
12332.4,14478.7,17.9
7225.4,11920.5,23.0
19288.2,10210.3,26.5
13520.3,9959.5,24.9
16079.8,9109.9,11.3
12356.3,14464.0,26.3
17853.7,13941.7,28.7
1808.5,18798.4,25.6
12356.9,6633.2,28.4
12340.0,14469.1,22.9
17781.4,13972.0,27.0
2271.2,3727.9,24.4
17826.7,13936.8,26.7
13534.1,5859.5,14.5
10328.9,8643.4,25.3
21349.3,14224.9,17.9
19158.7,10945.8,25.3
10490.3,9999.0,28.7
20760.8,13621.1,33.2
21355.6,14226.2,26.0
12327.1,14442.2,19.5
13548.1,9976.1,15.3
16342.9,8089.9,15.1
9253.3,15540.3,20.2
19323.3,10062.1,58.2
8163.7,16465.9,18.9
4121.6,24831.6,37.8
21147.4,12594.2,21.2
17922.5,21931.4,14.9
11550.1,13265.4,29.3
20223.6,16068.4,27.3
10438.8,10098.3,24.2
6891.4,23166.8,26.1
16443.8,9824.9,22.9
15738.4,18548.5,31.3
10286.6,11158.9,32.1
4825.3,3057.4,20.0
12848.1,15885.2,29.8
19392.0,8520.9,30.5
748.1,6381.5,28.9
23271.0,6278.2,18.6
15646.4,8262.1,27.5
14940.0,8743.6,25.2
12435.8,12463.3,32.3
10279.5,11254.2,30.2
6744.8,25084.4,27.4
18002.6,6491.6,20.6
12724.1,15954.3,31.7
1133.0,5348.2,28.6
4060.7,24831.4,40.8
1399.8,17591.5,27.7
10632.3,8912.6,25.3
10254.7,12862.0,20.8
10266.8,11190.4,14.5
1074.9,5284.6,23.9
10764.0,21410.4,14.7
5769.1,6039.0,21.7
1765.8,17576.4,27.2
12631.6,19456.0,31.0
12210.3,20573.9,27.6
19668.5,10462.5,24.3
15362.1,7957.4,19.6
19264.5,4135.7,24.8
6327.0,17045.5,25.2
12690.0,19425.0,33.0
20330.3,15998.9,31.0
8743.3,13687.8,26.8
8237.2,20074.1,23.5
4829.6,3057.1,25.4
14315.5,19252.8,22.2
16527.4,15131.3,26.5
2210.3,13810.2,24.1
14239.1,8616.8,23.6
2239.4,13822.4,23.0
14620.5,21587.8,11.6
2188.5,6338.3,29.3
841.0,9522.2,24.7
9057.5,10192.2,27.9
13569.1,12160.4,27.8
12619.9,19427.4,22.6
9026.4,10152.1,32.0
18290.5,13542.2,23.9
10284.7,11202.1,28.0
10286.4,11185.4,22.4
12625.7,19421.0,25.1
16505.0,15130.5,26.5
10263.0,11161.4,21.9
2137.0,6346.2,25.0
23725.5,9753.2,26.3
23906.3,9551.6,30.0
12655.8,19394.2,17.9
15226.3,10324.9,25.5
20588.1,14038.9,29.3
20600.2,14100.2,27.3
2254.2,13812.0,22.8
3996.6,21287.9,25.6
15357.0,16454.4,30.5
15849.5,12323.4,27.6
4228.1,3972.8,28.1
3998.2,21317.6,31.7
4826.2,3056.2,27.6
21325.9,11409.6,18.2
15134.4,10982.3,22.2
10294.6,11202.4,20.3
10297.2,11135.1,35.1
10296.6,11212.4,21.7
2148.1,6332.2,22.6
19399.8,5753.1,18.3
5090.0,4013.3,29.0
7891.3,19672.3,12.0
16408.3,14839.3,27.5
12114.3,6941.2,37.3
6132.6,1645.6,31.2
12882.0,13005.0,11.9
14677.6,5578.6,24.6
741.0,3427.2,31.6
21562.7,7443.0,26.9
14449.4,8955.7,186.7
24837.6,3016.0,27.4
13441.1,10691.7,18.1
22879.2,7628.1,34.6
22234.9,11113.8,29.1
6137.4,12450.7,25.8
743.6,3436.4,24.5
4262.4,17218.4,25.9
12148.9,17351.8,23.7
2288.5,13600.6,21.8
2092.2,20547.7,33.1
9101.5,20139.2,25.6
12781.1,7460.1,21.2
5982.1,18836.3,23.6
21362.9,11108.2,29.5
6387.1,10135.1,25.3
16025.4,11019.0,23.0
20620.2,16813.6,20.1
12958.1,20773.8,7.2
20212.9,13237.2,25.9
16493.5,4061.4,30.5
15091.2,12809.6,38.3
11853.9,14996.5,26.5
19742.9,14851.8,24.1
11499.6,13096.7,19.9
18826.3,12163.7,26.2
12755.0,14514.3,26.4
16557.5,9885.2,29.3
10837.2,19254.9,42.9
13381.0,21673.0,19.8
18870.3,16519.2,24.5
18845.6,12204.0,33.0
9827.1,7814.0,26.5
24718.3,13643.3,30.2
10574.0,8887.9,30.1
15647.2,18853.2,25.7
5868.4,13052.4,24.7
7361.2,11338.9,23.2
