x,y,sd
22908.8,2690.0,20.1
2765.5,3644.9,22.2
2753.6,7731.5,31.4
18082.0,8278.7,25.6
2277.7,4871.2,37.5
8284.5,11574.0,20.0
3296.2,1255.5,22.7
2843.8,12153.5,25.1
3889.3,17996.5,24.3
1087.0,5368.4,23.7
6421.6,1213.0,26.0
11600.8,16735.9,23.8
2305.6,456.3,16.4
2353.8,3030.4,27.5
2981.5,871.2,36.0
22941.0,2679.5,13.5
12648.8,13059.5,27.3
1185.7,5359.8,50.7
11162.2,7181.0,23.0
8011.2,21367.9,30.1
3944.3,17988.2,21.5
2151.0,7746.6,30.4
1089.6,5427.2,25.9
18845.1,4128.4,28.8
7910.8,10894.2,16.4
5197.0,19497.7,28.6
4620.0,3256.6,18.3
16222.9,5829.5,30.3
3949.6,17994.3,32.3
375.3,3941.6,35.8
13805.1,19323.0,22.6
5828.2,9465.8,25.1
1638.1,4417.0,30.7
8198.2,14709.3,32.2
4229.8,11073.0,29.3
739.0,3914.3,27.1
8962.9,19884.8,18.5
1667.4,17381.4,19.7
6260.5,21504.1,29.6
8417.4,14801.7,20.7
2439.9,3002.3,27.4
3650.5,12939.6,53.9
10238.3,10248.3,30.1
22932.7,2687.0,18.9
21583.0,2113.7,25.8
1136.6,5339.1,26.6
4248.5,16044.1,28.4
1749.4,1076.9,24.8
2736.5,4771.5,35.8
14248.8,7866.7,23.0
3175.7,1665.5,24.9
3243.1,2495.9,31.1
8825.6,17054.2,37.5
2230.8,2826.5,30.3
2236.5,516.3,30.8
5355.7,2609.6,25.5
22951.8,2689.5,20.9
3217.7,2528.5,20.5
3899.3,18035.2,25.0
21518.0,10629.6,20.2
3982.0,16504.1,31.6
16955.2,15529.8,20.1
8825.7,12805.1,21.8
2341.2,8747.0,29.2
5391.3,2582.0,27.9
19380.9,6519.2,17.1
7953.6,16948.3,29.7
2550.8,5861.9,33.7
22922.5,2693.2,21.8
16253.7,5832.8,12.7
7506.5,18173.5,28.3
1131.1,5413.2,17.0
6586.5,18600.0,43.9
8659.5,17052.6,28.1
5045.2,21589.3,24.3
3514.8,15798.0,22.5
5739.7,894.3,23.3
3021.9,2261.5,22.7
1081.3,5371.2,20.1
5051.0,21659.3,25.0
4580.7,3198.0,26.0
8860.6,17095.9,15.5
6118.0,19479.9,35.4
2330.3,8775.2,32.3
16252.0,5825.6,24.2
11455.9,12580.5,20.6
17481.1,6443.7,17.4
949.2,7629.8,28.7
8414.9,14682.3,34.0
3281.7,1246.4,34.3
24705.4,13572.3,21.4
15238.6,24732.5,15.7
2295.6,8772.6,22.8
12584.2,5462.7,27.7
9860.4,10304.5,37.7
8001.9,23878.7,22.0
1755.0,1812.5,24.3
4044.2,22136.8,25.8
3169.1,1670.8,27.1
12563.4,5427.7,24.9
16342.7,3648.3,23.9
3233.4,1677.9,21.7
19890.3,6807.7,18.2
8214.0,16231.2,43.5
7960.8,11623.5,36.9
1730.0,3083.2,30.9
4612.2,3249.2,22.6
6551.8,21171.2,22.7
4555.9,604.7,35.3
3771.1,23542.7,17.4
2113.2,3676.0,25.0
10866.6,12186.0,23.0
3107.3,3130.9,29.7
4554.0,3209.0,27.2
2822.4,19046.0,32.0
15048.7,5277.4,23.7
2075.4,1087.5,30.3
11230.8,20042.1,23.8
19840.4,6813.3,31.5
4258.7,4937.5,41.3
7062.4,15965.3,22.3
6441.7,24457.2,23.3
11296.5,10442.5,23.0
5611.5,21941.3,30.7
10012.0,21126.5,25.5
19881.6,6795.0,14.9
7855.5,10894.8,25.8
12669.6,5881.8,20.3
16225.6,10263.5,33.6
1741.4,7199.2,24.6
7209.3,17280.7,25.8
4057.6,24340.4,27.5
17726.3,15639.7,24.5
8137.1,17115.9,21.2
1021.4,5394.0,29.0
7089.1,16021.1,24.9
3260.4,1647.6,25.5
25163.6,3012.7,16.4
3927.4,15669.9,27.4
5890.5,22843.1,31.0
3222.4,1530.0,51.4
1534.7,5211.1,22.9
10876.6,13076.9,28.4
1184.8,5391.1,11.0
2770.9,20505.3,18.6
3386.7,19651.6,33.0
2686.9,543.5,22.5
731.2,3934.1,21.0
21531.2,10619.9,27.3
5508.4,24891.2,28.0
4598.6,661.9,30.5
14232.0,7919.5,18.1
3846.5,1387.8,18.2
12447.3,15759.7,28.6
11135.5,21375.0,31.7
3886.9,6015.9,23.9
18862.1,4092.4,24.3
21505.0,10632.0,17.7
1439.4,19932.5,16.9
1758.8,7204.0,27.7
3751.5,23574.0,26.6
24628.4,7953.3,25.2
2669.8,6135.9,30.4
1412.1,21349.2,25.2
13895.0,9084.7,24.9
12299.5,14367.5,20.7
11264.2,12476.3,30.2
2743.3,564.4,28.3
14981.0,4296.4,32.3
18432.9,10133.1,27.8
2080.0,18643.1,32.0
16165.1,17621.5,32.6
6517.2,2812.9,22.6
601.8,2853.6,23.8
8723.3,13362.8,20.6
6226.4,14772.4,28.4
17988.0,11467.2,16.8
6199.8,24120.2,24.1
3278.4,1222.7,23.2
10706.9,18505.0,29.7
6280.5,1445.3,24.8
17299.8,7149.3,25.7
538.2,2819.7,25.0
441.9,4026.1,23.2
8696.1,13399.3,16.6
1051.5,5430.3,27.5
6080.1,19493.4,30.9
10667.8,18586.1,36.4
2653.3,507.3,29.7
14174.1,18832.0,26.0
11917.5,11251.7,27.9
6410.0,1146.9,23.3
3219.9,2557.8,29.1
5589.2,5133.8,24.3
3182.8,1470.3,29.1
18418.4,10156.0,26.5
12534.7,15956.5,21.8
6404.8,1226.8,23.5
6096.2,19427.8,20.1
5136.9,25041.5,22.4
1002.6,7678.9,20.2
14961.8,4283.6,15.7
2058.2,18781.6,25.0
2732.2,524.1,30.8
2812.4,2609.4,31.8
7543.0,15819.4,19.2
4562.1,632.9,32.1
5441.1,10146.7,36.0
11136.2,14686.5,25.5
1406.8,6140.9,33.3
7980.3,13821.0,27.8
11015.1,18624.3,23.4
2843.9,2583.4,27.9
8488.3,9376.2,22.3
3104.9,11725.2,29.2
22474.1,9983.6,25.4
8407.4,9355.0,21.8
6120.1,19466.7,29.6
6020.6,18625.1,25.3
1537.6,19364.4,37.6
23765.1,3974.1,21.4
17507.4,6447.1,31.7
9902.6,15399.4,21.0
18499.7,7848.3,20.4
5603.2,5109.0,15.9
9578.3,9994.6,20.0
2370.4,3017.6,25.4
5471.4,15903.9,19.6
1883.8,3968.3,19.2
1550.0,19409.5,27.2
9919.4,15421.1,30.5
6149.8,20127.7,26.5
14829.8,12438.6,33.3
6535.9,21230.8,21.4
7531.9,25133.8,17.1
17545.0,6367.0,28.9
3179.5,6396.2,22.4
5710.5,16583.9,10.0
11769.9,19415.3,17.8
20248.3,14587.8,15.0
1593.7,3873.9,30.2
5755.9,16604.3,29.4
3174.7,6369.7,26.6
7990.9,13824.1,26.7
8283.6,24308.8,25.3
5333.2,21308.1,19.7
13747.3,13475.7,23.0
2854.9,19763.0,23.0
6978.5,13220.2,26.7
13334.5,13312.5,35.1
9901.4,15395.3,23.4
1021.5,7699.4,25.3
24060.1,13165.5,22.8
2307.7,8735.1,17.6
9850.8,15415.2,26.7
18750.9,20954.0,25.8
4564.6,625.8,29.4
5766.8,1536.3,25.2
6552.9,21141.3,28.1
7679.6,10678.8,20.4
18901.0,4058.7,21.9
5201.4,882.9,35.6
5751.9,1473.0,22.0
964.2,2461.9,33.8
2307.4,8718.9,25.4
4559.1,631.3,37.2
4344.1,16008.5,31.1
4345.3,6072.8,30.8
9650.7,9983.1,17.8
22545.4,10243.7,28.7
2804.7,2559.4,28.7
11055.9,16756.5,27.1
2196.9,20953.4,31.1
3226.6,6355.0,30.7
15944.5,18001.6,35.1
15217.9,24704.5,19.6
3198.3,2505.5,20.9
20129.3,7883.0,25.0
2443.3,2976.5,30.7
4583.0,618.7,21.5
3534.6,15793.9,17.0
7926.5,10511.1,14.7
10477.7,14660.8,28.9
7941.8,10525.8,15.6
1989.8,16673.6,30.7
3220.8,6442.4,31.6
2352.8,8764.0,27.9
